views,likes,dislikes,comments
573281,6696,576,1603
124565,5730,83,661
4352810,23221,3301,1383
6654881,80779,22519,21892
10349322,110738,3338,4959
61597,465,19,161
181558,1576,184,251
453515,4307,2195,1620
785451,5660,653,1179
89381,2625,24,419
1083453,10073,286,577
62075,716,29,200
774773,16565,201,3917
1535497,9307,1659,1944
138628,2632,88,245
1614607,15585,2291,0
102468,1605,22,97
114272,357,59,256
142676,3474,110,147
55045,110,5,124
117810,8065,216,3158
84245,6508,69,1082
106991,763,126,321
248338,1955,170,403
281201,4283,360,1194
1899013,42956,1681,6802
38013,1728,24,274
1610811,116429,1582,12220
4145785,166734,6033,16437
865424,24731,1691,2714
910281,17305,1394,1987
1636531,18117,1210,3578
577796,10562,156,1515
390707,31986,1048,2276
1250812,38871,785,3044
449568,10942,141,356
1258962,43764,707,4360
817764,65721,615,7276
244121,12197,1043,3386
45100,752,16,0
3377722,15574,2112,956
924405,50990,2124,6712
529681,26030,234,3126
91526,1224,82,209
216185,7952,61,765
338854,6373,308,1545
20330,340,5,18
64134,294,44,71
145803,485,84,117
238399,2982,175,994
706056,18838,4111,11488
328033,1548,492,311
124381,664,51,461
138624,842,64,239
245956,6621,187,996
5584,89,8,1
383835,3927,364,1353
3401044,84439,4514,9918
152811,2609,55,416
5590186,439333,5827,50706
630932,5917,521,1163
817860,4307,531,1243
421561,15097,345,1667
459937,3515,335,1684
1912238,6770,1628,540
39050,174,15,45
79406,376,33,222
253660,18231,1151,1612
215422,2909,187,330
865206,5974,650,1730
492614,39767,1279,8986
54179,490,7,22
1347346,4429,983,413
868395,14126,5613,2358
25117,1968,5,83
170553,1831,123,121
109007,3128,60,174
542504,11399,559,924
64123,758,19,112
47053,901,46,136
79515,1692,67,613
1573422,18637,505,2052
139952,902,52,176
662163,3363,567,224
799564,3068,380,1851
212282,8610,138,1124
296966,10641,152,2241
626346,7555,735,1538
387313,7092,516,932
100715,4266,36,850
862917,16619,1397,1412
75217,2747,20,159
465980,7329,171,453
114432,354,100,117
3162367,74545,5583,8200
2369162,149171,2515,14734
483489,46949,118,2400
5127308,193631,7450,18906
1148451,26724,957,7186
1175310,21252,1734,2456
674929,7551,181,504
110016,0,0,20
145303,1974,25,501
1072690,14992,273,2102
580146,24820,318,4481
788511,29921,487,8334
1240745,24222,351,818
455023,18075,1958,4693
60800,586,17,0
701533,49431,1930,3114
1293472,22139,1169,1691
674627,9261,319,820
660997,6661,498,436
105971,1178,114,158
1753942,100366,1064,10019
50171,210,46,34
442356,8664,160,1475
391710,17828,213,1718
143817,1080,59,265
310238,1434,507,224
1335245,40597,825,3147
249181,4278,68,280
406668,4604,288,1494
130393,9564,81,773
334088,10875,88,1082
31231,446,11,22
53263,1071,124,374
192087,3095,237,1249
12496,207,13,0
508696,3593,385,1426
9955,128,9,3
139701,1876,746,933
145704,4017,144,1601
487060,5421,462,670
4106260,18078,2550,1088
402383,1265,356,2535
966539,52298,2215,6886
45682,1001,4,278
133926,1602,145,754
43503,428,37,165
83356,595,64,144
536911,4463,409,919
84341,4756,285,733
211632,602,120,134
519829,28438,2360,2309
474588,17886,592,695
333732,34341,1212,4747
85217,1900,27,104
18253,330,8,258
1127522,14950,433,988
149259,5164,95,834
545746,17786,447,1868
5830,450,2,45
184260,966,210,174
2062630,6229,1434,543
121709,793,34,96
194219,6413,57,1074
4350,0,0,29
268531,1105,91,740
51497,1026,16,70
1764525,153280,1942,10058
580914,10368,86,302
4918816,108126,8511,11438
1024182,44843,1477,7928
2300347,218006,9623,43771
1044513,77448,332,3436
2576108,157520,2769,15289
1850242,41514,3692,1951
379871,3473,370,1334
5784740,209646,8134,20196
1134018,12765,632,1415
1656617,33541,1327,8300
508135,0,0,262
1129439,91213,6399,7639
1158110,38762,650,5915
204692,2512,36,607
99848,1478,27,283
90146,985,87,178
61125,250,55,71
470273,20319,325,1520
189941,2455,379,931
425688,16401,470,1643
282600,1174,98,793
185699,1896,132,97
1334211,17032,332,2309
1279189,16096,627,1120
1345691,23336,1883,2721
1101676,118350,915,13815
302850,28285,340,2935
44528,527,23,0
177516,5381,182,618
6365,84,6,99
191270,4126,283,636
304163,1577,488,301
241718,884,59,92
1499760,12348,1104,728
397588,1277,273,446
473958,50783,663,15532
540971,19811,2282,5071
698816,25303,381,2041
67156,4560,12,634
716007,11490,269,1771
132023,1444,177,201
463958,6650,132,457
733590,4182,904,198
122987,810,25,39
631025,5436,510,1435
122332,1167,240,484
264093,4470,297,990
177300,11905,102,904
1971047,107376,1199,10559
283034,1553,318,572
21107,1932,3,110
285766,10428,262,936
594147,6357,595,1904
46848,4108,23,607
287762,2701,293,1231
110745,2856,74,615
44262,561,20,29
44607,2468,31,432
221600,9111,593,1164
86699,3517,46,656
1011217,65799,2871,3710
5338017,316584,7537,17977
2759643,88721,5137,15526
1033708,14914,156,422
2056151,31270,1696,4350
6721863,137202,11296,14137
1370578,21342,674,3285
4014269,311846,23838,64316
1563099,101100,551,4087
1448839,16152,12682,8747
3366994,66808,7336,2941
108691,589,76,46
963276,7188,768,2537
988948,20312,2614,3244
373035,8616,113,1570
817870,15665,414,0
2693914,161708,2938,15537
2766850,149646,15322,14195
831335,15268,4571,15054
504218,3645,303,184
122693,1309,115,207
81711,157,32,175
927325,10540,343,1063
194624,7206,146,1036
83738,786,25,103
76746,302,55,58
1088861,7040,1242,2373
397803,1794,570,232
747109,23762,740,2117
584556,6757,164,671
784333,4837,499,1557
2071373,93577,37201,18750
592350,4087,1062,1776
803784,26755,497,1807
409880,2767,69,46
166434,14145,192,2429
348858,3920,658,1655
1290370,41662,733,6201
603403,0,0,275
395694,2860,498,587
157975,1960,40,375
760760,14335,687,1406
167870,3974,27,164
307471,3604,140,219
1608504,140428,1144,15453
156207,6743,150,1071
244092,16855,183,1058
129459,6061,124,1416
315085,1329,100,311
252037,3003,42,737
6295801,221318,8622,21259
1545290,5484,1189,4075
333088,4722,503,1556
159219,1753,17,588
531808,39689,558,3706
963002,22428,1074,8780
61449,3725,63,2584
189803,1361,112,332
76666,2068,61,171
1224058,91658,428,12378
81539,2623,91,674
1871577,22859,840,1259
85305,8804,908,2180
112879,4491,75,750
1464914,24858,2006,2901
194914,11387,124,1771
71616,516,73,62
150326,1950,62,709
293667,11269,2214,1454
369401,1818,404,334
312457,5435,145,289
578580,16574,538,1350
181030,4935,1014,5396
11634,132,12,185
1097018,20190,1966,3044
2389562,16152,4440,2082
2131702,54280,4696,10705
1501587,46462,1466,8305
1222923,95430,1623,4830
240555,1001,212,752
481959,14249,440,3732
604568,16036,740,2551
692796,16153,1807,2726
767085,21884,67,958
1479344,10569,5221,1040
118573,1877,257,443
1069495,31315,472,3362
89759,1063,102,175
1404153,9769,937,3323
265671,2238,82,213
115366,3451,388,708
371920,6774,145,661
315713,2599,247,154
74961,361,76,45
856271,5972,618,1687
219907,1292,166,1366
90929,798,471,416
623756,2361,406,1016
96803,4548,417,823
234982,5338,100,624
189481,1533,133,460
328123,23898,2458,2807
277645,2303,1522,1213
11562,360,2,10
346720,3083,125,197
23228,43,12,47
52031,486,81,123
261351,1609,185,331
116686,1726,227,448
95216,695,58,128
168533,4634,80,755
733,10,4,0
1406045,5992,2414,1880
94894,1085,95,47
229235,1606,118,120
579077,6969,420,469
52587,99,22,10
39952,70,6,0
1031230,17508,936,1616
640602,6947,327,519
161807,413,140,59
1011493,4794,633,1532
26395,1323,154,627
53209,632,23,57
178088,3568,256,2441
80941,1556,38,271
133516,1404,198,314
31119,820,209,225
88651,2724,14,198
111510,1218,32,175
67912,463,345,552
1957964,25829,2643,3698
1666941,5377,358,894
8289563,408386,10966,21837
1783357,34709,147,1417
4195474,21205,5845,2663
3906727,77379,12161,15874
2199475,58216,2192,9646
343967,16994,132,1308
3563214,49141,2664,6166
3724986,14316,14129,2515
2559899,129963,2617,6199
1199587,49712,2380,7261
735031,11734,1468,1870
259037,3234,496,838
4411085,32279,37318,19682
85829,2162,10,151
528389,1780,331,1155
3513129,106481,6922,18647
800873,19909,744,5017
704786,19882,248,669
87670,452,61,93
79993,2624,333,576
276395,1328,420,201
2227658,29191,1157,4092
426870,5757,276,459
1257743,16913,194,457
17865,102,17,10
361530,1463,180,363
963996,20323,1108,3323
868163,17644,75955,0
392035,2806,320,824
121108,975,53,219
375794,2143,270,494
1030616,20251,3290,3567
162718,2243,104,502
222209,5765,37,340
252413,4167,152,293
136526,1772,87,259
102281,1677,72,305
5122572,368379,32999,74433
535599,7973,161,774
212084,4139,347,2297
326556,4958,306,1856
207068,8391,402,427
102543,4939,458,537
48682,4518,44,919
71631,556,62,112
999538,9921,807,4203
224238,2239,102,419
1177545,21569,539,1144
1926125,13419,7029,1303
1639227,14027,828,1548
4867281,86356,10524,3122
175016,826,141,78
73153,4378,82,702
2055638,120377,752,4872
181550,1410,149,202
32573,405,19,0
557483,10393,137,1813
50045,505,51,114
8455796,161430,14004,15371
146093,1244,91,975
1670008,25506,740,0
591022,3711,180,400
1816439,11714,1078,3885
118359,1470,151,369
550311,4668,636,1257
79039,953,17,76
100355,391,26,69
78212,2492,43,479
58016,1247,16,177
72502,283,26,182
43434,838,125,153
174744,11932,127,2596
97657,5377,55,1939
91696,592,80,64
403782,10652,370,1061
110350,5052,88,1429
145505,215,55,233
34318,1747,34,381
1773145,77279,604,5287
7123866,285915,43751,47256
1179440,32780,1442,3722
3364637,21325,1706,3947
911324,34919,444,1753
1364402,37316,524,1265
913179,34649,416,6121
1049923,12405,445,902
810896,32017,325,2504
360213,8881,56,369
716131,51842,1046,4307
2170502,27734,2856,3928
2415639,41022,229,1649
9353689,435048,11920,22820
4510852,23590,6232,2822
400077,39199,816,5519
414336,7118,544,4719
131720,2054,46,615
104249,502,67,86
1415142,0,0,0
1195009,27935,446,965
215841,3536,38,176
528978,15058,305,460
2340496,81040,3945,10942
307034,1534,539,235
180277,1847,54,214
458429,2821,341,686
184056,6843,93,1231
430119,3646,387,1365
129793,1281,74,31
296420,2531,583,267
105784,717,33,76
4047742,53862,2916,6652
534847,24356,2437,5376
227498,4623,171,442
424224,12909,329,1493
637160,7392,325,498
355549,25968,394,7512
374667,4332,221,755
2835512,136895,2834,6394
850725,9864,478,715
98613,2108,29,195
26083,430,22,254
644529,2057,380,1283
75884,645,124,184
262907,12773,168,2023
364850,3572,144,441
369260,3404,491,790
30661,147,23,22
972204,14301,1908,2230
158930,4100,503,819
320543,4585,614,1128
357130,7625,63,402
377447,10474,97,1427
556154,16489,813,786
726185,8690,895,3941
450532,1650,204,419
5107943,35628,45389,20172
175501,3818,76,828
3611855,109605,7369,19073
373509,18415,568,5112
88267,1227,98,574
217907,10037,370,1353
85939,3671,255,405
355000,1598,395,327
115131,334,15,37
2467117,31199,1291,4239
2466449,38378,1020,1654
552529,4891,502,1187
873881,41749,524,6462
272558,13975,274,1381
272351,4001,373,972
132903,879,101,184
481766,17381,288,2910
1168643,22102,3849,3859
486845,5882,288,303
28012,240,12,0
1056278,21630,1278,3570
253602,5539,68,755
300508,4861,285,771
45990,245,57,321
58303,157,14,8
1204717,49138,812,4903
224178,6787,121,511
26482,247,23,209
2800684,115184,1072,7352
558307,2423,255,2758
13859243,398219,79751,66420
2247877,47931,1163,2541
4548644,27478,2344,5684
1162487,40552,562,1976
1890186,55860,1064,7954
3047554,68376,1097,2101
397745,10257,538,2370
1915246,46345,2457,5356
240690,12088,923,3048
1501111,84173,2016,5640
484507,9054,139,1362
435270,3676,210,576
41025,1627,242,1289
309073,14568,124,1198
1047886,20855,374,1082
642687,25115,443,12167
1028015,38766,383,2900
836179,67075,1570,8205
83365,1064,92,142
3023455,95722,4572,12167
56033,261,55,41
337535,7662,102,1816
279715,1566,355,227
551398,11588,92,458
566598,8900,741,5914
154261,2460,120,1430
718915,11866,411,1009
2375055,29334,3012,4080
340104,9689,143,1591
1018145,24666,575,746
136412,8042,321,772
2715936,44162,308,1755
1968528,150339,1132,9698
73398,992,12,198
129537,994,62,147
68715,3139,80,359
194823,641,140,275
470752,4572,114,1015
201137,3622,224,967
4901158,27800,6511,3089
507150,7281,1130,1177
604012,29913,993,3573
671296,39007,652,10594
345309,12583,188,3610
399653,6142,74,319
123214,6613,141,2497
1741312,0,0,0
41196,3923,47,1507
729654,3666,518,803
67390,2521,49,439
1326593,42201,4912,9135
96949,4712,70,1151
53310,236,70,122
88353,1104,67,593
540320,20377,304,3370
94111,1683,137,377
95787,1826,86,1149
216251,18584,133,3664
554285,4814,780,1154
30834,468,16,0
82894,470,73,263
65618,2995,550,685
10430142,465957,13024,23796
773151,1837,50,239
115202,1830,248,1192
704000,4839,566,1734
324847,2418,134,60
108392,1967,36,381
123317,3803,77,729
1340669,14125,701,391
1587530,17571,600,1019
4451806,58472,3162,7000
126297,2493,59,141
457247,3934,909,315
583437,24261,863,6738
381346,22822,207,1144
1726456,60550,894,8350
379519,13457,593,1754
250350,4546,216,754
122528,2692,92,268
1176724,13562,661,876
925688,4199,526,5186
3164615,125845,1203,7758
1502717,38379,942,6327
501901,21180,215,1635
398659,11974,1644,6718
1707785,33836,1817,35732
2405120,62240,1812,29313
17691843,450637,117270,76713
899464,18649,1202,4140
512884,5801,344,544
3306528,66034,1749,3483
460428,17936,1784,4301
591527,10311,182,2041
507707,20969,193,5417
138854,7523,82,1361
262771,42936,66,3772
2330698,63309,1369,8717
292177,23239,358,4705
178448,2184,446,262
431353,9333,4663,4455
4320934,89687,1558,2647
184807,6806,149,6598
4678038,30052,2571,6253
429328,3084,412,281
1397767,89884,1286,10199
52223,463,14,0
890143,12541,233,1850
74996,339,63,79
86321,1209,91,169
130861,1919,85,452
2198969,52731,2871,6020
402561,17214,165,1350
1885579,97845,2376,6227
705776,24436,268,4336
295672,1429,521,150
100691,7600,101,2509
132738,913,54,120
49744,1181,19,586
178102,4079,168,11446
1911596,80277,4292,11052
1024599,9112,900,1804
997347,74582,1811,9201
585986,4546,337,742
55266,710,58,124
80579,4394,85,726
32764,0,0,3
113205,5645,102,742
1131321,17153,625,1468
211920,3973,139,1702
214798,2566,134,320
239487,12705,427,4264
264970,3437,168,1705
319702,27109,402,2412
148741,3833,116,1765
137542,6194,52,435
44617,306,72,41
310421,9185,307,960
3380372,101891,4864,12710
205898,11930,92,1172
292548,2280,171,143
658165,10336,374,7299
76977,559,61,102
684236,12853,227,1739
230830,1718,155,505
159168,3972,168,546
381851,3638,585,2301
133111,3845,80,601
214525,0,0,351
394829,3105,295,855
593678,12087,98,471
238329,1340,272,304
128343,2857,113,324
158571,1441,583,426
185700,4235,89,598
2346125,166918,1863,10825
160941,9077,228,1582
105557,4195,108,469
471903,7111,93,364
1214669,5164,685,6126
3973319,90605,2470,15331
3447054,134284,1284,8022
747398,27204,346,2160
631900,18682,2604,11090
2980066,47897,3115,48029
1801535,15263,1219,1285
3422161,79159,2346,36586
1225691,23968,1653,5248
21518055,495154,143639,84241
1454218,19352,771,1708
425876,14529,285,2188
992133,89595,424,6771
535826,19381,2036,4744
895465,30646,347,7522
573273,35771,578,6224
742227,11388,223,2127
619365,11306,5766,5241
374047,10852,271,10598
2732740,69519,1597,9400
2080888,109437,1662,11487
5246476,104139,1894,2930
567287,5331,1155,526
160712,0,0,162
4778416,31779,2710,6508
1046965,13714,276,2072
849593,5011,683,421
67571,505,18,0
160766,503,91,113
166446,1578,130,209
292708,4033,232,1894
3922267,38384,2248,3153
807240,22484,263,1451
439785,12831,424,1316
2445849,57790,3188,6388
433923,18059,178,1372
835931,27184,313,4691
2148571,107373,2649,6534
452460,1727,663,178
170416,10665,202,3977
152980,955,59,153
308425,5738,242,16825
460281,2853,1304,1101
767709,19687,675,5307
2793414,115209,6401,16579
251741,9279,89,582
1106847,78837,1973,9269
645721,4857,382,668
430544,18428,604,5800
389546,2950,422,1105
797040,5871,200,681
118184,5503,116,910
245121,4845,168,2243
1335786,19613,733,1654
337785,18473,135,1658
681258,34878,5331,4444
313997,3799,189,1800
122410,3539,45,760
481555,33677,597,2837
120576,644,149,79
3600038,104844,5027,13008
973575,10099,3290,3540
358820,11090,600,969
1093954,5990,543,298
141045,754,102,139
146418,3694,8,208
1311772,18225,329,2346
159312,1647,244,168
263368,12296,340,2143
360852,2234,236,585
272543,5438,251,647
506834,5096,295,715
426620,3838,638,2390
155143,4166,86,714
1388761,5742,795,6663
1838504,20998,701,1446
6540445,142486,4142,23609
1010919,7114,713,2958
1733476,21307,905,2025
1268994,8516,719,836
862420,25790,3394,15483
912774,30178,449,2340
3619798,138451,1333,8214
1071171,24258,874,6121
868807,23763,740,2327
601968,18837,700,2730
681749,18315,507,2820
4443998,63814,4742,61676
1173382,30064,373,1737
1451309,27704,1922,5873
571731,31928,677,3308
1113890,36539,1328,2267
24523092,525575,162731,88851
770203,11339,1386,588
777796,13866,6940,6089
556373,43974,454,5835
557474,2718,400,276
1079936,34271,392,8488
173902,1631,143,201
699440,51973,150,3702
1413979,6309,4082,2133
560966,2060,183,1186
116294,349,64,64
640268,38304,630,6510
2770640,124411,2023,12471
625806,16065,605,1595
147257,969,67,135
934541,12697,274,2199
642885,20078,2219,4987
1118179,34665,2242,12392
1609203,11511,642,1274
1092016,58231,1162,13496
305813,25927,215,2084
189531,16371,20,737
117932,3598,498,798
369190,2101,161,360
906644,38114,370,3759
5904049,114355,2125,3165
1238333,12189,1803,1220
2996115,73522,1728,9892
74864,626,47,183
662599,4876,529,1105
1150293,14442,295,2164
273271,13805,361,5889
64584,553,24,0
525524,1742,91,93
90922,1158,64,1082
492437,3536,555,1175
170967,0,0,167
4893011,33075,2853,6717
140005,2231,70,372
1128450,8598,871,1337
305882,10477,105,696
416344,8411,154,405
389398,6610,300,19782
508129,7606,187,888
807889,25055,437,6065
2666124,61993,3454,6800
555601,2666,513,665
391335,32173,296,4541
300642,13465,373,2286
326442,3860,106,0
66091,2311,42,409
269131,4666,79,70
144374,3873,45,802
1726146,22695,1569,1392
455519,18611,189,1432
278885,3569,91,1387
588564,4043,326,576
184653,9112,33,671
897182,35410,498,4584
1773004,164400,3969,7033
3724733,23442,1536,4125
328831,512,546,386
7971231,165298,5207,27083
2134011,33727,1956,0
206170,712,151,660
2738742,28459,1151,1842
839028,25167,1805,10047
317249,1243,300,1195
709290,6372,393,846
253977,1147,143,217
1765866,11605,1009,4671
373965,11292,200,3192
343200,13891,240,5309
735174,21615,815,3339
489862,3545,392,578
122443,845,110,265
1591803,18736,915,1883
408739,2309,285,270
676181,9955,174,1055
660170,5863,440,356
1017413,6430,555,1143
513558,4327,393,599
61356,277,52,39
5740111,20046,4154,918
685028,5081,586,990
30477,63,12,89
157688,0,0,259
1382024,24031,1528,15506
646919,18985,303,1264
91725,1248,109,200
669522,3807,364,2794
647441,41986,523,6198
840843,24876,856,3117
121648,1279,499,1063
193794,6602,136,1340
1237298,26604,964,6532
179985,598,106,114
1477680,6009,861,7008
103431,845,62,138
275933,26733,107,1188
132392,1733,28,489
425218,9605,705,2486
112871,151,40,125
1272471,5353,965,584
212983,14760,142,2068
252427,5289,89,710
629657,10535,641,2720
428974,1986,78,188
212123,8652,196,1777
1265177,32968,695,7817
874550,18244,338,718
1421015,34639,462,1929
366824,3874,314,1202
916205,21235,665,3216
250383,6059,324,1351
151761,1888,42,131
757067,2375,228,1380
1043282,5869,440,684
76809,3356,277,332
953977,66162,221,4487
149242,3040,113,471
170215,4279,101,191
168779,399,75,61
665355,4392,349,584
358726,14518,73,958
276251,1358,163,238
1329405,44479,991,5340
340608,15265,291,1562
2349949,20094,1703,4242
429012,2113,204,679
495507,1364,311,1098
1504671,37830,2694,13886
2269757,193415,5061,7666
985522,28205,503,3060
1039698,8547,568,1245
251418,14199,154,610
6108992,33091,2430,5045
1260688,11551,1199,1099
679458,4830,393,984
266821,1075,143,122
433140,3025,298,477
117684,775,104,103
567224,5054,317,707
897736,9466,650,3410
597596,15361,305,4101
615686,11335,651,1366
619739,6957,1605,5452
128620,815,53,106
2682056,39322,2362,0
232444,14976,36,908
438348,1251,284,607
233306,19673,164,3439
200436,1719,148,696
3322575,32661,1427,2007
781662,4261,289,806
340706,521,610,400
261418,1378,723,448
8707646,176719,5807,28381
112815,1451,101,570
837266,73377,1558,26488
482216,3888,356,730
590269,9357,706,1896
1239512,9535,759,580
219320,14664,205,3583
105577,452,49,76
7433021,25634,5278,1168
2239459,13663,1217,5339
37875,356,19,0
69404,240,19,114
61363,2484,82,216
1377009,32001,1252,3927
814090,23013,867,3567
423415,4068,319,405
955816,26263,401,1588
442327,0,0,748
251396,5686,513,848
770535,10616,190,1108
1811885,20462,978,1952
196774,1080,136,401
255813,2391,164,317
82685,3696,23,245
159713,3036,115,532
189529,2342,221,267
81928,2528,40,490
280539,5311,109,522
291028,15168,57,1490
194543,1764,162,271
131830,870,75,139
455396,7296,144,929
180678,1525,99,233
2216855,9888,1018,1655
45040,661,10,63
797878,4269,472,3254
155390,1084,28,88
1131133,50516,399,4084
1813229,31802,1056,986
6540492,58546,5892,10843
555826,4126,286,565
574336,3315,436,898
1589342,38480,1057,4470
696347,29809,310,2173
1139756,14380,485,1227
367858,1680,268,383
479802,6953,3610,8402
192718,1760,88,252
537858,2282,42,255
410975,15823,84,1041
206566,881,124,131
544750,19259,544,1947
110186,685,67,109
814641,6369,496,804
431573,3129,334,499
360145,2347,252,550
141324,1069,71,186
320101,1645,552,243
256909,1982,228,440
533183,2365,253,796
269649,3603,307,957
442839,16482,408,4776
1437711,46672,1087,5580
168739,2332,36,449
38646,575,31,0
281767,8832,436,1493
432043,20874,254,837
429785,3972,433,1864
140050,3080,51,487
283909,25218,103,1357
468415,9820,1043,1100
629989,1597,361,1215
1395512,33922,752,3594
535345,35156,377,4987
458776,0,0,734
301051,12393,225,2113
243254,3817,3420,2538
560119,5329,548,1167
93743,451,59,103
112455,5315,64,784
138827,351,25,13
53791,772,13,52
139013,808,37,202
2471381,202069,5480,7951
177929,3746,72,796
125292,1494,185,1541
295733,7168,66,363
7537850,38614,2953,5490
56321,1945,12,163
283290,8715,446,2030
46860,950,8,123
359604,5286,136,585
299596,28576,412,1895
1757833,14056,1631,1298
346810,19046,316,4597
203524,1505,45,247
243990,4576,208,651
1448777,12477,992,4610
3003019,42546,2597,0
2062552,15485,1291,894
284926,8597,804,1158
134705,2158,25,95
702883,7959,1835,6312
45930,1662,79,230
857463,11128,970,2191
134669,3182,21,62
86282,5052,327,660
1471443,58325,570,4572
3117050,49623,1743,1439
177352,1927,819,1104
1228930,5556,890,1345
9499263,89256,8210,14329
735182,9644,213,904
3742740,76756,2931,8398
430591,6045,240,434
195451,18376,163,835
964945,10171,2411,3849
419645,8411,113,1087
400379,3359,151,590
216919,19134,157,4263
272403,17103,103,1329
1002879,5779,530,770
1127615,6786,157,1121
714891,70503,618,3591
326754,10897,580,1810
463350,2145,254,295
79093,1133,132,149
592905,7969,6847,10069
218885,1316,495,367
275980,1696,371,181
302855,7813,69,304
250895,36280,114,3805
100028,850,59,601
148985,7269,370,2041
917465,5010,634,964
40460,446,17,0
140611,1219,73,195
413740,2922,354,329
111151,4878,112,507
142131,1780,262,909
912491,27182,688,7334
106125,3025,70,933
1424446,16166,2342,2984
642037,5624,556,1107
149502,11626,89,1299
223539,910,111,159
635218,3249,406,689
110724,1826,151,919
398139,1799,292,408
363465,10995,222,954
819933,33344,1020,4628
1637213,9824,928,1085
256142,12104,147,4674
124678,3148,110,779
437688,16498,90,1074
528713,36269,180,1631
93341,1531,276,1123
154502,5498,121,1547
231333,36122,78,2389
174990,7095,914,929
156317,488,44,245
17127,2008,84,289
244926,1238,246,405
249488,507,49,24
541116,24788,304,910
190049,4729,53,1053
66889,3648,70,249
251616,2081,326,662
97887,306,66,207
326008,4147,190,875
88432,746,42,99
581868,2495,272,895
399204,20937,1693,2232
111892,5294,222,457
216418,1292,221,280
1493531,47718,1138,5735
67977,1517,101,817
645243,39427,446,5500
403821,14550,282,2371
604552,4961,2770,3278
1291052,15842,812,1974
237584,4179,337,535
2193778,59564,596,2926
636658,30150,238,4412
643068,4689,326,679
3657659,56981,2069,1633
412484,14712,832,6294
1606130,60772,645,4729
1005093,22088,932,25029
684678,18085,940,2596
727654,11259,185,1302
703591,5674,427,1297
1029163,82810,730,7632
81135,1086,112,150
130305,881,75,139
677628,5970,374,872
11722618,107699,9465,16005
646747,62522,171,1187
275364,1497,479,257
1490941,6308,1045,1529
228984,16263,127,654
285698,27723,305,1206
4885758,95172,3570,10333
389420,1850,750,454
134244,421,64,323
173874,898,98,104
2415804,301328,4949,16966
265317,6714,86,1212
450951,3246,305,294
310399,10843,343,992
35851,461,23,0
1171824,11522,2608,4324
1501187,10323,255,1738
194474,6288,337,527
85700,3990,20,532
287101,6160,128,763
474434,10520,95,377
995265,84996,791,4030
116987,5797,102,1128
124320,385,69,84
297727,11476,729,2944
208664,13812,133,1669
208383,1519,45,86
193315,1607,162,566
103349,2061,180,1093
132518,3729,102,1612
189496,4364,130,1321
112493,2261,31,414
165309,4938,112,1199
524476,6325,463,1340
61354,1203,20,76
1208228,6093,797,1065
231322,4407,216,1257
250066,1430,301,368
535095,60465,174,3365
641657,8387,7542,10900
240829,20870,91,2717
22588,674,7,57
431558,3540,419,1334
472890,12943,270,1147
112836,807,279,444
264707,7235,91,1054
213471,1457,396,136
414529,4821,261,1190
27838,160,7,20
415440,5619,349,1835
20786,99,6,41
44527,824,12,127
194203,3945,480,1109
3304617,100368,1415,5472
1538198,16942,6450,7699
502284,2197,443,890
542180,4159,582,2284
199613,1835,164,493
642287,20408,621,2039
961385,10633,361,1240
601481,4141,364,725
438550,6966,162,358
1069408,27228,1614,10717
633398,10567,619,4042
116745,1946,21,394
322018,12338,464,1711
369994,1547,134,1121
1086434,8671,806,1242
297045,1236,297,898
1820339,53822,1571,7351
308452,5038,456,712
295020,9360,205,2913
421877,16609,353,3154
2713094,66718,806,3444
340200,18843,232,2099
83414,391,60,66
1400411,69801,1129,7025
439019,28153,415,6454
352913,1718,491,196
173991,2000,215,233
413632,7200,106,739
1647311,28670,1411,32603
225915,1088,128,132
607947,4066,426,631
130248,1005,66,130
867123,87178,347,0
1492190,103642,1041,9343
432932,17772,144,2865
479034,11817,728,1024
272675,13909,370,1275
387983,4227,450,1732
500592,3555,365,436
876055,12301,209,1421
717930,49368,919,13395
402015,57445,307,3217
154416,1387,328,437
1693185,62490,696,4839
474375,2136,351,811
1816101,14464,338,2615
324353,20310,164,740
473005,17105,459,1378
196941,10563,77,1265
563473,2375,977,568
121530,5477,90,1130
871909,7398,672,1075
225075,4237,199,731
310627,7377,137,6067
469681,15245,425,1242
4255104,393438,7018,21109
426378,8856,135,1590
1345676,9072,648,1146
234254,1005,308,325
12718813,115064,10037,16828
250792,13055,438,3082
346229,32892,399,1407
31897,281,12,0
65274,1947,38,327
659787,67685,216,3671
88102,2844,50,307
252022,3308,317,654
248361,9940,87,778
68190,9278,48,1017
218462,1278,173,336
75315,1411,23,114
278015,5703,188,1728
98777,1708,77,545
958605,43749,1492,10914
4714615,131518,1978,7079
677187,2669,583,972
895712,5399,899,3223
2436601,27534,9271,11140
799224,3188,656,1877
304396,2340,289,913
549762,16993,679,3067
667436,5345,347,4271
1125496,74744,592,10590
542637,3811,311,811
246304,9834,73,1075
946671,26369,1107,2605
79847,1062,11,151
916063,13016,841,5086
726445,5870,484,983
641818,8652,179,461
496196,2141,102,332
352807,6296,163,0
625663,2088,197,1397
1172446,33886,807,13561
1364324,31806,2184,12458
70231,330,52,53
1150576,11887,428,1303
931790,19445,395,2876
302165,1758,394,160
77304,648,28,399
218908,1422,150,402
220895,1000,121,140
301440,6145,83,901
145157,932,91,466
684098,36516,602,8254
97587,1092,120,196
219660,2934,100,235
487161,4061,248,533
1665245,8308,1072,2987
2361417,98670,2076,9345
443668,11152,291,3337
84146,752,25,25
